Race/Topic (Click to Sort),Poll,Results,Spread,Date,Year
Congressional Job Approval,Associated Press/GfK,"Approve 26, Disapprove 73",Disapprove +47,2010-09-16,2010
Congressional Job Approval,Politico/GWU/Battleground,"Approve 25, Disapprove 64",Disapprove +39,2010-09-16,2010
Congressional Job Approval,Gallup,"Approve 18, Disapprove 77",Disapprove +59,2010-09-20,2010
Congressional Job Approval,Politico/GWU/Battleground,"Approve 27, Disapprove 63",Disapprove +36,2010-09-27,2010
Congressional Job Approval,NBC News/Wall St. Jrnl,"Approve 20, Disapprove 73",Disapprove +53,2010-09-28,2010
Congressional Job Approval,FOX News,"Approve 17, Disapprove 72",Disapprove +55,2010-09-30,2010
Congressional Job Approval,ABC News/Wash Post,"Approve 24, Disapprove 73",Disapprove +49,2010-10-05,2010
Congressional Job Approval,Associated Press/GfK,"Approve 23, Disapprove 75",Disapprove +52,2010-10-20,2010
Congressional Job Approval,CBS News/NY Times,"Approve 14, Disapprove 76",Disapprove +62,2010-10-27,2010
Congressional Job Approval,FOX News,"Approve 19, Disapprove 70",Disapprove +51,2010-10-29,2010
Congressional Job Approval,ABC News/Wash Post,"Approve 23, Disapprove 74",Disapprove +51,2010-10-31,2010
Congressional Job Approval,Associated Press/GfK,"Approve 26, Disapprove 71",Disapprove +45,2010-11-10,2010
Congressional Job Approval,Gallup,"Approve 17, Disapprove 77",Disapprove +60,2010-11-11,2010
Congressional Job Approval,CBS News,"Approve 17, Disapprove 72",Disapprove +55,2010-12-03,2010
Congressional Job Approval,Gallup,"Approve 13, Disapprove 83",Disapprove +70,2010-12-15,2010
Congressional Job Approval,Associated Press/GfK,"Approve 26, Disapprove 69",Disapprove +43,2011-01-12,2011
Congressional Job Approval,Gallup,"Approve 20, Disapprove 73",Disapprove +53,2011-01-12,2011
Congressional Job Approval,ABC News/Wash Post,"Approve 28, Disapprove 66",Disapprove +38,2011-01-18,2011
Congressional Job Approval,FOX News,"Approve 22, Disapprove 65",Disapprove +43,2011-01-20,2011
Congressional Job Approval,FOX News,"Approve 15, Disapprove 70",Disapprove +55,2011-01-24,2011
Congressional Job Approval,Economist/YouGov,"Approve 9, Disapprove 76",Disapprove +67,2011-01-24,2011
Congressional Job Approval,Reuters/Ipsos,"Approve 18, Disapprove 72",Disapprove +54,2011-01-24,2011
Congressional Job Approval,CNN/Opinion Research,"Approve 26, Disapprove 72",Disapprove +46,2011-01-24,2011
Congressional Job Approval,Economist/YouGov,"Approve 9, Disapprove 74",Disapprove +65,2011-01-31,2011
Congressional Job Approval,Reuters/Ipsos,"Approve 25, Disapprove 66",Disapprove +41,2011-01-31,2011
Congressional Job Approval,Monmouth,"Approve 20, Disapprove 69",Disapprove +49,2011-01-31,2011
Congressional Job Approval,Reuters/Ipsos,"Approve 21, Disapprove 68",Disapprove +47,2011-02-07,2011
Congressional Job Approval,Economist/YouGov,"Approve 11, Disapprove 70",Disapprove +59,2011-02-07,2011
Congressional Job Approval,Quinnipiac,"Approve 15, Disapprove 77",Disapprove +62,2011-02-07,2011
Congressional Job Approval,Gallup,"Approve 15, Disapprove 81",Disapprove +66,2011-02-14,2011
Congressional Job Approval,PPP (D),"Approve 10, Disapprove 73",Disapprove +63,2011-02-14,2011
Congressional Job Approval,Reuters/Ipsos,"Approve 23, Disapprove 66",Disapprove +43,2011-02-14,2011
Congressional Job Approval,Economist/YouGov,"Approve 12, Disapprove 68",Disapprove +56,2011-02-14,2011
Congressional Job Approval,Reuters/Ipsos,"Approve 19, Disapprove 66",Disapprove +47,2011-02-21,2011
Congressional Job Approval,Economist/YouGov,"Approve 10, Disapprove 70",Disapprove +60,2011-02-21,2011
Congressional Job Approval,Economist/YouGov,"Approve 13, Disapprove 70",Disapprove +57,2011-02-28,2011
Congressional Job Approval,Reuters/Ipsos,"Approve 23, Disapprove 66",Disapprove +43,2011-02-28,2011
Congressional Job Approval,USA Today/Suffolk,"Approve 15, Disapprove 75",Disapprove +60,2011-03-01,2011
Congressional Job Approval,Economist/YouGov,"Approve 11, Disapprove 67",Disapprove +56,2011-03-07,2011
Congressional Job Approval,Reuters/Ipsos,"Approve 24, Disapprove 65",Disapprove +41,2011-03-07,2011
Congressional Job Approval,Quinnipiac,"Approve 13, Disapprove 80",Disapprove +67,2011-03-07,2011
Congressional Job Approval,Monmouth,"Approve 17, Disapprove 75",Disapprove +58,2011-03-07,2011
Congressional Job Approval,Gallup,"Approve 18, Disapprove 74",Disapprove +56,2011-03-11,2011
Congressional Job Approval,ABC News/Wash Post,"Approve 27, Disapprove 69",Disapprove +42,2011-03-15,2011
Congressional Job Approval,FOX News,"Approve 24, Disapprove 65",Disapprove +41,2011-03-18,2011
Congressional Job Approval,Associated Press/GfK,"Approve 27, Disapprove 71",Disapprove +44,2011-03-31,2011
Congressional Job Approval,NBC News/Wall St. Jrnl,"Approve 20, Disapprove 73",Disapprove +53,2011-04-06,2011
Congressional Job Approval,CBS News/NY Times,"Approve 16, Disapprove 75",Disapprove +59,2011-04-21,2011
Congressional Job Approval,FOX News,"Approve 18, Disapprove 75",Disapprove +57,2011-04-28,2011
Congressional Job Approval,NBC News,"Approve 22, Disapprove 70",Disapprove +48,2011-05-09,2011
Congressional Job Approval,Associated Press/GfK,"Approve 30, Disapprove 68",Disapprove +38,2011-05-11,2011
Congressional Job Approval,FOX News,"Approve 24, Disapprove 69",Disapprove +45,2011-05-18,2011
Congressional Job Approval,CBS News,"Approve 18, Disapprove 72",Disapprove +54,2011-06-09,2011
Congressional Job Approval,NBC News/Wall St. Jrnl,"Approve 18, Disapprove 74",Disapprove +56,2011-06-15,2011
Congressional Job Approval,Gallup,"Approve 17, Disapprove 76",Disapprove +59,2011-06-17,2011
Congressional Job Approval,Associated Press/GfK,"Approve 21, Disapprove 76",Disapprove +55,2011-06-22,2011
Congressional Job Approval,CBS News/NY Times,"Approve 20, Disapprove 70",Disapprove +50,2011-06-29,2011
Congressional Job Approval,FOX News,"Approve 20, Disapprove 71",Disapprove +51,2011-06-30,2011
Congressional Job Approval,Gallup,"Approve 18, Disapprove 77",Disapprove +59,2011-07-11,2011
Congressional Job Approval,CNN/Opinion Research,"Approve 14, Disapprove 84",Disapprove +70,2011-08-02,2011
Congressional Job Approval,FOX News,"Approve 10, Disapprove 81",Disapprove +71,2011-08-11,2011
Congressional Job Approval,Gallup,"Approve 13, Disapprove 84",Disapprove +71,2011-08-16,2011
Congressional Job Approval,Associated Press/GfK,"Approve 12, Disapprove 87",Disapprove +75,2011-08-26,2011
Congressional Job Approval,Gallup,"Approve 15, Disapprove 82",Disapprove +67,2011-09-12,2011
Congressional Job Approval,CNN/Opinion Research,"Approve 15, Disapprove 84",Disapprove +69,2011-09-14,2011
Congressional Job Approval,CBS News/NY Times,"Approve 12, Disapprove 80",Disapprove +68,2011-09-16,2011
Congressional Job Approval,FOX News,"Approve 11, Disapprove 83",Disapprove +72,2011-09-29,2011
Congressional Job Approval,CBS News,"Approve 11, Disapprove 80",Disapprove +69,2011-10-03,2011
Congressional Job Approval,Gallup,"Approve 13, Disapprove 81",Disapprove +68,2011-10-12,2011
Congressional Job Approval,Associated Press/GfK,"Approve 16, Disapprove 82",Disapprove +66,2011-10-20,2011
Congressional Job Approval,CBS News/NY Times,"Approve 9, Disapprove 84",Disapprove +75,2011-10-25,2011
Congressional Job Approval,Gallup,"Approve 13, Disapprove 82",Disapprove +69,2011-11-14,2011
Congressional Job Approval,Politico/GWU/Battleground,"Approve 12, Disapprove 83",Disapprove +71,2011-11-14,2011
Congressional Job Approval,FOX News,"Approve 12, Disapprove 80",Disapprove +68,2011-11-17,2011
Congressional Job Approval,FOX News,"Approve 12, Disapprove 83",Disapprove +71,2011-12-09,2011
Congressional Job Approval,CBS News,"Approve 11, Disapprove 82",Disapprove +71,2011-12-09,2011
Congressional Job Approval,Gallup,"Approve 11, Disapprove 86",Disapprove +75,2011-12-20,2011
Congressional Job Approval,CNN/Opinion Research,"Approve 16, Disapprove 83",Disapprove +67,2011-12-20,2011
Congressional Job Approval,CBS News,"Approve 11, Disapprove 83",Disapprove +72,2011-12-21,2011
Congressional Job Approval,CBS News,"Approve 12, Disapprove 80",Disapprove +68,2012-01-10,2012
Congressional Job Approval,Gallup,"Approve 14, Disapprove 81",Disapprove +67,2012-01-12,2012
Congressional Job Approval,ABC News/Wash Post,"Approve 13, Disapprove 84",Disapprove +71,2012-01-16,2012
Congressional Job Approval,CBS News/NY Times,"Approve 13, Disapprove 79",Disapprove +66,2012-01-18,2012
Congressional Job Approval,NBC News/Wall St. Jrnl,"Approve 13, Disapprove 80",Disapprove +67,2012-01-25,2012
Congressional Job Approval,Gallup,"Approve 10, Disapprove 86",Disapprove +76,2012-02-08,2012
Congressional Job Approval,FOX News,"Approve 13, Disapprove 79",Disapprove +66,2012-02-10,2012
Congressional Job Approval,CBS News/NY Times,"Approve 10, Disapprove 82",Disapprove +72,2012-02-14,2012
Congressional Job Approval,Politico/GWU/Battleground,"Approve 12, Disapprove 83",Disapprove +71,2012-02-27,2012
Congressional Job Approval,Gallup,"Approve 12, Disapprove 82",Disapprove +70,2012-03-21,2012
Congressional Job Approval,Reason-Rupe,"Approve 15, Disapprove 78",Disapprove +63,2012-03-26,2012
Congressional Job Approval,FOX News,"Approve 12, Disapprove 78",Disapprove +66,2012-04-13,2012
Congressional Job Approval,Gallup,"Approve 17, Disapprove 79",Disapprove +62,2012-04-19,2012
Congressional Job Approval,CBS News/NY Times,"Approve 13, Disapprove 77",Disapprove +64,2012-04-19,2012
Congressional Job Approval,Politico/GWU/Battleground,"Approve 13, Disapprove 80",Disapprove +67,2012-05-07,2012
Congressional Job Approval,Associated Press/GfK,"Approve 18, Disapprove 78",Disapprove +60,2012-05-11,2012
Congressional Job Approval,CBS News/NY Times,"Approve 15, Disapprove 77",Disapprove +62,2012-06-07,2012
Congressional Job Approval,FOX News,"Approve 17, Disapprove 75",Disapprove +58,2012-06-08,2012
Congressional Job Approval,Gallup,"Approve 17, Disapprove 79",Disapprove +62,2012-06-11,2012
Congressional Job Approval,Associated Press/GfK,"Approve 22, Disapprove 75",Disapprove +53,2012-06-21,2012
Congressional Job Approval,Gallup,"Approve 16, Disapprove 78",Disapprove +62,2012-07-13,2012
Congressional Job Approval,NPR,"Approve 19, Disapprove 74",Disapprove +55,2012-07-19,2012
Congressional Job Approval,CBS News/NY Times,"Approve 12, Disapprove 79",Disapprove +67,2012-07-19,2012
Congressional Job Approval,Politico/GWU/Battleground,"Approve 16, Disapprove 78",Disapprove +62,2012-08-13,2012
Congressional Job Approval,Gallup,"Approve 10, Disapprove 83",Disapprove +73,2012-08-14,2012
Congressional Job Approval,NBC News/Wall St. Jrnl,"Approve 12, Disapprove 82",Disapprove +70,2012-08-21,2012
Congressional Job Approval,Gallup,"Approve 13, Disapprove 83",Disapprove +70,2012-09-14,2012
Congressional Job Approval,CBS News/NY Times,"Approve 12, Disapprove 78",Disapprove +66,2012-09-14,2012
Congressional Job Approval,Reason-Rupe,"Approve 16, Disapprove 77",Disapprove +61,2012-09-21,2012
Congressional Job Approval,Gallup,"Approve 21, Disapprove 69",Disapprove +48,2012-10-24,2012
Congressional Job Approval,CBS News/NY Times,"Approve 15, Disapprove 75",Disapprove +60,2012-10-30,2012
Congressional Job Approval,NPR,"Approve 16, Disapprove 79",Disapprove +63,2012-10-30,2012
Congressional Job Approval,CNN/Opinion Research,"Approve 17, Disapprove 76",Disapprove +59,2012-11-04,2012
Congressional Job Approval,Gallup,"Approve 18, Disapprove 75",Disapprove +57,2012-11-27,2012
Congressional Job Approval,Associated Press/GfK,"Approve 23, Disapprove 74",Disapprove +51,2012-12-07,2012
Congressional Job Approval,National Journal,"Approve 21, Disapprove 72",Disapprove +51,2012-12-07,2012
Congressional Job Approval,FOX News,"Approve 17, Disapprove 74",Disapprove +57,2012-12-13,2012
Congressional Job Approval,USA Today/Gallup,"Approve 18, Disapprove 76",Disapprove +58,2012-12-19,2012
Congressional Job Approval,CBS News,"Approve 11, Disapprove 81",Disapprove +70,2012-12-19,2012
Congressional Job Approval,Gallup,"Approve 14, Disapprove 81",Disapprove +67,2013-01-12,2013
Congressional Job Approval,ABC News/Wash Post,"Approve 18, Disapprove 79",Disapprove +61,2013-01-16,2013
Congressional Job Approval,NBC News/Wall St. Jrnl,"Approve 14, Disapprove 81",Disapprove +67,2013-01-17,2013
Congressional Job Approval,Associated Press/GfK,"Approve 17, Disapprove 77",Disapprove +60,2013-01-17,2013
Congressional Job Approval,CBS News/NY Times,"Approve 12, Disapprove 82",Disapprove +70,2013-01-18,2013
Congressional Job Approval,FOX News,"Approve 16, Disapprove 76",Disapprove +60,2013-01-18,2013
Congressional Job Approval,Reason-Rupe/PSRAI,"Approve 17, Disapprove 74",Disapprove +57,2013-01-30,2013
Congressional Job Approval,FOX News,"Approve 17, Disapprove 77",Disapprove +60,2013-02-08,2013
Congressional Job Approval,CBS News,"Approve 14, Disapprove 77",Disapprove +63,2013-02-12,2013
Congressional Job Approval,Gallup,"Approve 15, Disapprove 81",Disapprove +66,2013-02-19,2013
Congressional Job Approval,FOX News,"Approve 16, Disapprove 77",Disapprove +61,2013-02-28,2013
Congressional Job Approval,Reason-Rupe/PSRAI,"Approve 14, Disapprove 77",Disapprove +63,2013-03-01,2013
Congressional Job Approval,Gallup,"Approve 13, Disapprove 83",Disapprove +70,2013-03-12,2013
Congressional Job Approval,ABC News/Wash Post,"Approve 14, Disapprove 82",Disapprove +68,2013-03-13,2013
Congressional Job Approval,FOX News,"Approve 14, Disapprove 79",Disapprove +65,2013-03-20,2013
Congressional Job Approval,CBS News,"Approve 11, Disapprove 81",Disapprove +70,2013-03-27,2013
Congressional Job Approval,Gallup,"Approve 15, Disapprove 79",Disapprove +64,2013-04-12,2013
Congressional Job Approval,FOX News,"Approve 17, Disapprove 74",Disapprove +57,2013-04-23,2013
Congressional Job Approval,National Journal,"Approve 17, Disapprove 76",Disapprove +59,2013-04-25,2013
Congressional Job Approval,CBS News/NY Times,"Approve 17, Disapprove 75",Disapprove +58,2013-05-02,2013
Congressional Job Approval,Gallup,"Approve 16, Disapprove 79",Disapprove +63,2013-05-10,2013
Congressional Job Approval,Reason-Rupe/PSRAI,"Approve 16, Disapprove 75",Disapprove +59,2013-05-17,2013
Congressional Job Approval,FOX News,"Approve 16, Disapprove 76",Disapprove +60,2013-05-21,2013
Congressional Job Approval,The Economist/YouGov,"Approve 9, Disapprove 71",Disapprove +62,2013-05-22,2013
Congressional Job Approval,The Economist/YouGov,"Approve 10, Disapprove 68",Disapprove +58,2013-05-29,2013
Congressional Job Approval,The Economist/YouGov,"Approve 11, Disapprove 69",Disapprove +58,2013-06-05,2013
Congressional Job Approval,CBS News/NY Times,"Approve 13, Disapprove 80",Disapprove +67,2013-06-06,2013
Congressional Job Approval,Gallup,"Approve 17, Disapprove 78",Disapprove +61,2013-06-12,2013
Congressional Job Approval,The Economist/YouGov,"Approve 10, Disapprove 71",Disapprove +61,2013-06-12,2013
Congressional Job Approval,CNN/Opinion Research,"Approve 16, Disapprove 83",Disapprove +67,2013-06-19,2013
Congressional Job Approval,The Economist/YouGov,"Approve 10, Disapprove 71",Disapprove +61,2013-06-19,2013
Congressional Job Approval,FOX News,"Approve 15, Disapprove 77",Disapprove +62,2013-06-25,2013
Congressional Job Approval,The Economist/YouGov,"Approve 11, Disapprove 73",Disapprove +62,2013-06-26,2013
Congressional Job Approval,The Economist/YouGov,"Approve 9, Disapprove 72",Disapprove +63,2013-07-03,2013
Congressional Job Approval,The Economist/YouGov,"Approve 7, Disapprove 71",Disapprove +64,2013-07-10,2013
Congressional Job Approval,Gallup,"Approve 15, Disapprove 78",Disapprove +63,2013-07-17,2013
Congressional Job Approval,The Economist/YouGov,"Approve 9, Disapprove 72",Disapprove +63,2013-07-17,2013
Congressional Job Approval,ABC News/Wash Post,"Approve 21, Disapprove 73",Disapprove +52,2013-07-23,2013
Congressional Job Approval,CBS News,"Approve 17, Disapprove 76",Disapprove +59,2013-07-24,2013
Congressional Job Approval,NBC News/Wall St. Jrnl,"Approve 12, Disapprove 83",Disapprove +71,2013-07-24,2013
Congressional Job Approval,FOX News,"Approve 18, Disapprove 74",Disapprove +56,2013-07-24,2013
Congressional Job Approval,The Economist/YouGov,"Approve 12, Disapprove 73",Disapprove +61,2013-07-24,2013
Congressional Job Approval,The Economist/YouGov,"Approve 6, Disapprove 71",Disapprove +65,2013-07-31,2013
Congressional Job Approval,The Economist/YouGov,"Approve 11, Disapprove 71",Disapprove +60,2013-08-08,2013
Congressional Job Approval,Gallup,"Approve 14, Disapprove 81",Disapprove +67,2013-08-13,2013
Congressional Job Approval,The Economist/YouGov,"Approve 7, Disapprove 74",Disapprove +67,2013-08-15,2013
Congressional Job Approval,The Economist/YouGov,"Approve 9, Disapprove 75",Disapprove +66,2013-08-22,2013
Congressional Job Approval,The Economist/YouGov,"Approve 8, Disapprove 73",Disapprove +65,2013-08-29,2013
Congressional Job Approval,The Economist/YouGov,"Approve 11, Disapprove 69",Disapprove +58,2013-09-04,2013
Congressional Job Approval,FOX News,"Approve 17, Disapprove 75",Disapprove +58,2013-09-09,2013
Congressional Job Approval,CBS News/NY Times,"Approve 24, Disapprove 68",Disapprove +44,2013-09-09,2013
Congressional Job Approval,CNN/Opinion Research,"Approve 20, Disapprove 78",Disapprove +58,2013-09-09,2013
Congressional Job Approval,Reason-Rupe/PSRAI,"Approve 22, Disapprove 72",Disapprove +50,2013-09-10,2013
Congressional Job Approval,The Economist/YouGov,"Approve 11, Disapprove 70",Disapprove +59,2013-09-11,2013
Congressional Job Approval,Gallup,"Approve 19, Disapprove 76",Disapprove +57,2013-09-11,2013
Congressional Job Approval,The Economist/YouGov,"Approve 9, Disapprove 76",Disapprove +67,2013-09-18,2013
Congressional Job Approval,The Economist/YouGov,"Approve 9, Disapprove 72",Disapprove +63,2013-09-25,2013
Congressional Job Approval,CBS News/NY Times,"Approve 14, Disapprove 80",Disapprove +66,2013-09-26,2013
Congressional Job Approval,CNN/Opinion Research,"Approve 10, Disapprove 87",Disapprove +77,2013-09-30,2013
Congressional Job Approval,The Economist/YouGov,"Approve 7, Disapprove 74",Disapprove +67,2013-10-02,2013
Congressional Job Approval,FOX News,"Approve 13, Disapprove 81",Disapprove +68,2013-10-03,2013
Congressional Job Approval,Gallup,"Approve 11, Disapprove 85",Disapprove +74,2013-10-07,2013
Congressional Job Approval,The Economist/YouGov,"Approve 10, Disapprove 76",Disapprove +66,2013-10-09,2013
Congressional Job Approval,Associated Press/GfK,"Approve 5, Disapprove 83",Disapprove +78,2013-10-09,2013
Congressional Job Approval,The Economist/YouGov,"Approve 7, Disapprove 79",Disapprove +72,2013-10-16,2013
Congressional Job Approval,CNN/Opinion Research,"Approve 10, Disapprove 88",Disapprove +78,2013-10-21,2013
Congressional Job Approval,CBS News,"Approve 9, Disapprove 85",Disapprove +76,2013-10-22,2013
Congressional Job Approval,ABC News/Wash Post,"Approve 9, Disapprove 89",Disapprove +80,2013-10-22,2013
Congressional Job Approval,FOX News,"Approve 9, Disapprove 85",Disapprove +76,2013-10-23,2013
Congressional Job Approval,The Economist/YouGov,"Approve 6, Disapprove 78",Disapprove +72,2013-10-23,2013
Congressional Job Approval,The Economist/YouGov,"Approve 9, Disapprove 76",Disapprove +67,2013-10-30,2013
Congressional Job Approval,GWU/Battleground,"Approve 9, Disapprove 87",Disapprove +78,2013-11-04,2013
Congressional Job Approval,The Economist/YouGov,"Approve 8, Disapprove 73",Disapprove +65,2013-11-06,2013
Congressional Job Approval,Gallup,"Approve 9, Disapprove 86",Disapprove +77,2013-11-12,2013
Congressional Job Approval,FOX News,"Approve 10, Disapprove 85",Disapprove +75,2013-11-13,2013
Congressional Job Approval,The Economist/YouGov,"Approve 7, Disapprove 77",Disapprove +70,2013-11-13,2013
Congressional Job Approval,National Journal,"Approve 9, Disapprove 84",Disapprove +75,2013-11-18,2013
Congressional Job Approval,The Economist/YouGov,"Approve 6, Disapprove 77",Disapprove +71,2013-11-19,2013
Congressional Job Approval,CBS News,"Approve 11, Disapprove 85",Disapprove +74,2013-11-21,2013
Congressional Job Approval,The Economist/YouGov,"Approve 6, Disapprove 72",Disapprove +66,2013-11-27,2013
Congressional Job Approval,The Economist/YouGov,"Approve 6, Disapprove 73",Disapprove +67,2013-12-04,2013
Congressional Job Approval,Gallup,"Approve 12, Disapprove 85",Disapprove +73,2013-12-10,2013
Congressional Job Approval,CBS News/NY Times,"Approve 10, Disapprove 83",Disapprove +73,2013-12-10,2013
Congressional Job Approval,Associated Press/GfK,"Approve 13, Disapprove 86",Disapprove +73,2013-12-11,2013
Congressional Job Approval,The Economist/YouGov,"Approve 7, Disapprove 73",Disapprove +66,2013-12-11,2013
Congressional Job Approval,Reason-Rupe/PSRAI,"Approve 20, Disapprove 74",Disapprove +54,2013-12-11,2013
Congressional Job Approval,FOX News,"Approve 16, Disapprove 79",Disapprove +63,2013-12-19,2013
Congressional Job Approval,The Economist/YouGov,"Approve 12, Disapprove 70",Disapprove +58,2013-12-24,2013
Congressional Job Approval,The Economist/YouGov,"Approve 7, Disapprove 77",Disapprove +70,2013-12-31,2013
Congressional Job Approval,The Economist/YouGov,"Approve 7, Disapprove 77",Disapprove +70,2014-01-07,2014
Congressional Job Approval,The Economist/YouGov,"Approve 8, Disapprove 77",Disapprove +69,2014-01-14,2014
Congressional Job Approval,Gallup,"Approve 13, Disapprove 82",Disapprove +69,2014-01-14,2014
Congressional Job Approval,FOX News,"Approve 13, Disapprove 81",Disapprove +68,2014-01-22,2014
Congressional Job Approval,GWU/Battleground,"Approve 14, Disapprove 81",Disapprove +67,2014-01-22,2014
Congressional Job Approval,The Economist/YouGov,"Approve 10, Disapprove 71",Disapprove +61,2014-01-22,2014
Congressional Job Approval,Associated Press/GfK,"Approve 14, Disapprove 84",Disapprove +70,2014-01-23,2014
Congressional Job Approval,ABC News/Wash Post,"Approve 13, Disapprove 84",Disapprove +71,2014-01-26,2014
Congressional Job Approval,NBC News/Wall St. Jrnl,"Approve 13, Disapprove 81",Disapprove +68,2014-01-28,2014
Congressional Job Approval,The Economist/YouGov,"Approve 7, Disapprove 78",Disapprove +71,2014-01-29,2014
Congressional Job Approval,The Economist/YouGov,"Approve 9, Disapprove 75",Disapprove +66,2014-02-05,2014
Congressional Job Approval,Gallup,"Approve 12, Disapprove 83",Disapprove +71,2014-02-10,2014
Congressional Job Approval,The Economist/YouGov,"Approve 6, Disapprove 78",Disapprove +72,2014-02-12,2014
Congressional Job Approval,FOX News,"Approve 14, Disapprove 81",Disapprove +67,2014-02-13,2014
Congressional Job Approval,The Economist/YouGov,"Approve 6, Disapprove 76",Disapprove +70,2014-02-19,2014
Congressional Job Approval,CBS News/NY Times,"Approve 13, Disapprove 80",Disapprove +67,2014-02-26,2014
Congressional Job Approval,The Economist/YouGov,"Approve 10, Disapprove 74",Disapprove +64,2014-02-26,2014
Congressional Job Approval,The Economist/YouGov,"Approve 10, Disapprove 73",Disapprove +63,2014-03-05,2014
Congressional Job Approval,FOX News,"Approve 12, Disapprove 78",Disapprove +66,2014-03-06,2014
Congressional Job Approval,Gallup,"Approve 15, Disapprove 83",Disapprove +68,2014-03-10,2014
Congressional Job Approval,PPP (D),"Approve 8, Disapprove 84",Disapprove +76,2014-03-11,2014
Congressional Job Approval,The Economist/YouGov,"Approve 7, Disapprove 74",Disapprove +67,2014-03-12,2014
Congressional Job Approval,The Economist/YouGov,"Approve 8, Disapprove 74",Disapprove +66,2014-03-19,2014
Congressional Job Approval,CBS News,"Approve 18, Disapprove 76",Disapprove +58,2014-03-25,2014
Congressional Job Approval,GWU/Battleground,"Approve 13, Disapprove 82",Disapprove +69,2014-03-25,2014
Congressional Job Approval,The Economist/YouGov,"Approve 9, Disapprove 69",Disapprove +60,2014-03-26,2014
Congressional Job Approval,The Economist/YouGov,"Approve 8, Disapprove 76",Disapprove +68,2014-04-02,2014
Congressional Job Approval,Reason-Rupe/PSRAI,"Approve 17, Disapprove 74",Disapprove +57,2014-04-03,2014
Congressional Job Approval,Associated Press/GfK,"Approve 16, Disapprove 82",Disapprove +66,2014-04-05,2014
Congressional Job Approval,Gallup,"Approve 13, Disapprove 83",Disapprove +70,2014-04-10,2014
Congressional Job Approval,The Economist/YouGov,"Approve 14, Disapprove 71",Disapprove +57,2014-04-11,2014
Congressional Job Approval,The Economist/YouGov,"Approve 11, Disapprove 71",Disapprove +60,2014-04-16,2014
Congressional Job Approval,FOX News,"Approve 15, Disapprove 76",Disapprove +61,2014-04-22,2014
Congressional Job Approval,The Economist/YouGov,"Approve 10, Disapprove 73",Disapprove +63,2014-04-24,2014
Congressional Job Approval,National Journal,"Approve 11, Disapprove 80",Disapprove +69,2014-04-28,2014
Congressional Job Approval,The Economist/YouGov,"Approve 8, Disapprove 71",Disapprove +63,2014-04-29,2014
Congressional Job Approval,The Economist/YouGov,"Approve 10, Disapprove 71",Disapprove +61,2014-05-07,2014
Congressional Job Approval,Gallup,"Approve 15, Disapprove 80",Disapprove +65,2014-05-14,2014
Congressional Job Approval,The Economist/YouGov,"Approve 10, Disapprove 72",Disapprove +62,2014-05-14,2014
Congressional Job Approval,FOX News,"Approve 16, Disapprove 73",Disapprove +57,2014-05-15,2014
